filename,iati-activity/iati-identifier[1],iati-activity/transaction/provider-org,iati-activity/transaction/provider-org@provider-activity-id,iati-activity/transaction/provider-org@ref,iati-activity/transaction/provider-org@type,iati-activity/transaction/provider-org/narrative[1],iati-activity/transaction/provider-org/narrative[1]@{http://www.w3.org/XML/1998/namespace}lang
drc-activities,DK-CVR-20699310-DF201067,"
        ",, GB-COH-03259922,70,Crown Agents ,
drc-activities,DK-CVR-20699310-DK19953,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19953,"
        ",,,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19953,,,,,,
drc-activities,DK-CVR-20699310-DK19953,,,,,,
drc-activities,DK-CVR-20699310-DK19953,,,,,,
drc-activities,DK-CVR-20699310-DK19953,,,,,,
drc-activities,DK-CVR-20699310-DK19953,,,,,,
drc-activities,DK-CVR-20699310-DK19953,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19953,,,,,,
drc-activities,DK-CVR-20699310-DK1925,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"Danida, Denmark Ministry of Foreign Affairs ",
drc-activities,DK-CVR-20699310-DK1925,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"Danida, Denmark Ministry of Foreign Affairs",
drc-activities,DK-CVR-20699310-DK1925,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK1925,,,,,,
drc-activities,DK-CVR-20699310-DK1925,,,,,,
drc-activities,DK-CVR-20699310-DK1925,,,,,,
drc-activities,DK-CVR-20699310-DK1925,,,,,,
drc-activities,DK-CVR-20699310-DK19524,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19524,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19524,,,,,,
drc-activities,DK-CVR-20699310-DK19524,,,,,,
drc-activities,DK-CVR-20699310-DK19524,,,,,,
drc-activities,DK-CVR-20699310-DK19524,,,,,,
drc-activities,DK-CVR-20699310-DK19524,,,,,,
drc-activities,DK-CVR-20699310-DK19615,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19615,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of  Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19615,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19615,,,,,,
drc-activities,DK-CVR-20699310-DK19615,,,,,,
drc-activities,DK-CVR-20699310-DK19615,,,,,,
drc-activities,DK-CVR-20699310-DK19615,,,,,,
drc-activities,DK-CVR-20699310-DK19649,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19649,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19649,"
        ",,,10,Danida CIV (Civil Society Development) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19649,,,,,,
drc-activities,DK-CVR-20699310-DK19649,,,,,,
drc-activities,DK-CVR-20699310-DK19649,,,,,,
drc-activities,DK-CVR-20699310-DK19649,,,,,,
drc-activities,DK-CVR-20699310-DK19950,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DK19950,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19652,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19652,,,,,,
drc-activities,DK-CVR-20699310-DK19652,,,,,,
drc-activities,DK-CVR-20699310-DK19652,,,,,,
drc-activities,DK-CVR-20699310-DK19652,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"Danida, Denmark Ministry of Foreign Affairs ",
drc-activities,DK-CVR-20699310-DK19652,,,,,,
drc-activities,DK-CVR-20699310-DK19652,,,,,,
drc-activities,DK-CVR-20699310-DK19652,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"Danida, Denmark Ministry of Foreign Affairs ",
drc-activities,DK-CVR-20699310-DK19653,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19653,,,,,,
drc-activities,DK-CVR-20699310-DK19653,,,,,,
drc-activities,DK-CVR-20699310-DK19653,,,,,,
drc-activities,DK-CVR-20699310-DK19653,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19653,,,,,,
drc-activities,DK-CVR-20699310-DK19653,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19713,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19713,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DK19715,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida -Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19715,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19715,,,,,,
drc-activities,DK-CVR-20699310-DK19715,,,,,,
drc-activities,DK-CVR-20699310-DK19715,,,,,,
drc-activities,DK-CVR-20699310-DK19715,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19715,,,,,,
drc-activities,DK-CVR-20699310-DK19720,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19720,"
        ",,,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19720,,,,,,
drc-activities,DK-CVR-20699310-DK19720,,,,,,
drc-activities,DK-CVR-20699310-DK19720,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19720,,,,,,
drc-activities,DK-CVR-20699310-DK19720,,,,,,
drc-activities,DK-CVR-20699310-DK19726,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19726,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19726,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19726,,,,,,
drc-activities,DK-CVR-20699310-DK19726,,,,,,
drc-activities,DK-CVR-20699310-DK19726,,,,,,
drc-activities,DK-CVR-20699310-DK19726,,,,,,
drc-activities,DK-CVR-20699310-DK19741,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19741,,,,,,
drc-activities,DK-CVR-20699310-DK19741,,,,,,
drc-activities,DK-CVR-20699310-DK19741,,,,,,
drc-activities,DK-CVR-20699310-DK19741,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DK19741,,,,,,
drc-activities,DK-CVR-20699310-DK19741,,,,,,
drc-activities,DK-CVR-20699310-DK19741,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DK19744,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida -Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19744,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19744,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19744,,,,,,
drc-activities,DK-CVR-20699310-DK19744,,,,,,
drc-activities,DK-CVR-20699310-DK19744,,,,,,
drc-activities,DK-CVR-20699310-DK19744,,,,,,
drc-activities,DK-CVR-20699310-DK19843,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida -Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19843,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19888,,,,,,
drc-activities,DK-CVR-20699310-DK19888,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19888,,,,,,
drc-activities,DK-CVR-20699310-DK19888,,,,,,
drc-activities,DK-CVR-20699310-DK19888,,,,,,
drc-activities,DK-CVR-20699310-DK19888,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19888,,,,,,
drc-activities,DK-CVR-20699310-DK19903,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19903,,,,,,
drc-activities,DK-CVR-20699310-DK19903,,,,,,
drc-activities,DK-CVR-20699310-DK19903,,,,,,
drc-activities,DK-CVR-20699310-DK19903,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19903,,,,,,
drc-activities,DK-CVR-20699310-DK19903,,,,,,
drc-activities,DK-CVR-20699310-DK19903,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19971,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19971,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19971,,,,,,
drc-activities,DK-CVR-20699310-DK19971,,,,,,
drc-activities,DK-CVR-20699310-DK19971,,,,,,
drc-activities,DK-CVR-20699310-DK19973,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19973,,,,,,
drc-activities,DK-CVR-20699310-DK19973,,,,,,
drc-activities,DK-CVR-20699310-DK19973,,,,,,
drc-activities,DK-CVR-20699310-DK19973,,,,,,
drc-activities,DK-CVR-20699310-DK19973,,,,,,
drc-activities,DK-CVR-20699310-DK19973,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19973,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Denmark Danida Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19974,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19974,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19974,,,,,,
drc-activities,DK-CVR-20699310-DK19974,,,,,,
drc-activities,DK-CVR-20699310-DK19974,,,,,,
drc-activities,DK-CVR-20699310-DK19974,,,,,,
drc-activities,DK-CVR-20699310-DK19976,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19976,,,,,,
drc-activities,DK-CVR-20699310-DK19976,,,,,,
drc-activities,DK-CVR-20699310-DK19976,,,,,,
drc-activities,DK-CVR-20699310-DK19976,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19976,,,,,,
drc-activities,DK-CVR-20699310-DK19976,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DK19977,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DK19977,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19977,,,,,,
drc-activities,DK-CVR-20699310-DK19977,,,,,,
drc-activities,DK-CVR-20699310-DK19977,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19977,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19977,,,,,,
drc-activities,DK-CVR-20699310-DK191007,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK191007,,,,,,
drc-activities,DK-CVR-20699310-DK191007,,,,,,
drc-activities,DK-CVR-20699310-DK191007,,,,,,
drc-activities,DK-CVR-20699310-DK191007,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DK191007,,,,,,
drc-activities,DK-CVR-20699310-DK191007,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19742,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DK19742,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19742,,,,,,
drc-activities,DK-CVR-20699310-DK19742,,,,,,
drc-activities,DK-CVR-20699310-DK19742,,,,,,
drc-activities,DK-CVR-20699310-DK19742,,,,,,
drc-activities,DK-CVR-20699310-DK19742,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DK191239,"
        ",,,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK191239,,,,,,
drc-activities,DK-CVR-20699310-DK191239,,,,,,
drc-activities,DK-CVR-20699310-DK191239,,,,,,
drc-activities,DK-CVR-20699310-DK191239,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK191239,,,,,,
drc-activities,DK-CVR-20699310-DK191239,,,,,,
drc-activities,DK-CVR-20699310-DK191239,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DK191790,"
        ",,,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK191790,,,,,,
drc-activities,DK-CVR-20699310-DK191790,,,,,,
drc-activities,DK-CVR-20699310-DK191790,,,,,,
drc-activities,DK-CVR-20699310-DK191790,,,,,,
drc-activities,DK-CVR-20699310-DK19479,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19479,,,,,,
drc-activities,DK-CVR-20699310-DK19479,,,,,,
drc-activities,DK-CVR-20699310-DK201680,"
        ",XM-DAC-3-1-271673-32611,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201680,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201680,,,,,,
drc-activities,DK-CVR-20699310-DK201680,,,,,,
drc-activities,DK-CVR-20699310-DK201680,,,,,,
drc-activities,DK-CVR-20699310-DK201680,,,,,,
drc-activities,DK-CVR-20699310-DK201680,"
        ",XM-DAC-3-1-271673-32611,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201681,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201681,,,,,,
drc-activities,DK-CVR-20699310-DK201681,,,,,,
drc-activities,DK-CVR-20699310-DK201681,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201683,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida-Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201683,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201683,,,,,,
drc-activities,DK-CVR-20699310-DK201683,,,,,,
drc-activities,DK-CVR-20699310-DK201683,,,,,,
drc-activities,DK-CVR-20699310-DK201683,,,,,,
drc-activities,DK-CVR-20699310-DK201683,,,,,,
drc-activities,DK-CVR-20699310-DK201685,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201685,,,,,,
drc-activities,DK-CVR-20699310-DK201685,,,,,,
drc-activities,DK-CVR-20699310-DK201685,"
        ",,XM-DAC-3-1,10,"Denmark - Ministry of Foreign Affairs, Danida",
drc-activities,DK-CVR-20699310-DK201685,,,,,,
drc-activities,DK-CVR-20699310-DK201685,,,,,,
drc-activities,DK-CVR-20699310-DK201685,"
        ",,XM-DAC-3-1,10,"Denmark - Ministry of Foreign Affairs, Danida",
drc-activities,DK-CVR-20699310-DK201687,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201687,,,,,,
drc-activities,DK-CVR-20699310-DK201687,,,,,,
drc-activities,DK-CVR-20699310-DK201687,,,,,,
drc-activities,DK-CVR-20699310-DK201687,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida-Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201687,,,,,,
drc-activities,DK-CVR-20699310-DK201687,,XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,,
drc-activities,DK-CVR-20699310-DK201688,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201688,,,,,,
drc-activities,DK-CVR-20699310-DK201688,,,,,,
drc-activities,DK-CVR-20699310-DK201688,,,,,,
drc-activities,DK-CVR-20699310-DK201688,,,,,,
drc-activities,DK-CVR-20699310-DK201688,,,,,,
drc-activities,DK-CVR-20699310-DK201688,"
        ",,XM-DAC-3-1,10,"Denmark - Ministry of Foreign Affairs, Danida",en
drc-activities,DK-CVR-20699310-DK201688,"
        ",,XM-DAC-3-1,10,"Denmark - Ministry of Foreign Affairs, Danida",en
drc-activities,DK-CVR-20699310-DK201689,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201689,,,,,,
drc-activities,DK-CVR-20699310-DK201689,,,,,,
drc-activities,DK-CVR-20699310-DK201689,,,,,,
drc-activities,DK-CVR-20699310-DK201689,,,,,,
drc-activities,DK-CVR-20699310-DK201689,,,,,,
drc-activities,DK-CVR-20699310-DK201689,,,,,,
drc-activities,DK-CVR-20699310-DK201689,,,,,,
drc-activities,DK-CVR-20699310-DK201689,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida-Denmark Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DK201689,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida-Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201690,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201690,,,,,,
drc-activities,DK-CVR-20699310-DK201690,,,,,,
drc-activities,DK-CVR-20699310-DK201690,,,,,,
drc-activities,DK-CVR-20699310-DK201690,,,,,,
drc-activities,DK-CVR-20699310-DK201690,,,,,,
drc-activities,DK-CVR-20699310-DK201690,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida-Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201690,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida-Denmark Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DK1940,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK1940,,,,,,
drc-activities,DK-CVR-20699310-DK1940,,,,,,
drc-activities,DK-CVR-20699310-DK1940,,,,,,
drc-activities,DK-CVR-20699310-DK1940,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida-Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK1940,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK1940,,,,,,
