filename,iati-activity/iati-identifier[1],iati-activity/transaction/provider-org,iati-activity/transaction/provider-org@provider-activity-id,iati-activity/transaction/provider-org@ref,iati-activity/transaction/provider-org@type,iati-activity/transaction/provider-org/narrative[1],iati-activity/transaction/provider-org/narrative[1]@{http://www.w3.org/XML/1998/namespace}lang
drc-activities,DK-CVR-20699310-DK201692,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201692,,,,,,
drc-activities,DK-CVR-20699310-DK201692,,,,,,
drc-activities,DK-CVR-20699310-DK201692,,,,,,
drc-activities,DK-CVR-20699310-DK201692,,,,,,
drc-activities,DK-CVR-20699310-DK201692,,,,,,
drc-activities,DK-CVR-20699310-DK201692,,,,,,
drc-activities,DK-CVR-20699310-DK201692,,,,,,
drc-activities,DK-CVR-20699310-DK201692,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201692,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK19972,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK19972,,,,,,
drc-activities,DK-CVR-20699310-DK19972,,,,,,
drc-activities,DK-CVR-20699310-DK19972,,,,,,
drc-activities,DK-CVR-20699310-DK19972,,,,,,
drc-activities,DK-CVR-20699310-DK19972,,,,,,
drc-activities,DK-CVR-20699310-DK201686,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201686,,,,,,
drc-activities,DK-CVR-20699310-DK201686,,,,,,
drc-activities,DK-CVR-20699310-DK201686,,,,,,
drc-activities,DK-CVR-20699310-DK201686,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida-Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201686,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DU252394,,,,,,
drc-activities,DK-CVR-20699310-DU252398,"
        ",XM-DAC-7-PPR-4000004186,XM-DAC-7,10,Netherlands Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DU252398,"
        ",XM-DAC-7-PPR-4000004186,XM-DAC-7,10,Netherlands Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DU252397,"
        ",XM-DAC-7-PPR-4000004186,XM-DAC-7,10,Netherlands -Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DU252397,"
        ",XM-DAC-7-PPR-4000004186,XM-DAC-7,10, Netherlands - Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DU252399,"
        ",XM-DAC-7-PPR-4000004186,XM-DAC-7,10,Netherlands Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DU252399,"
        ",XM-DAC-7-PPR-4000004186,XM-DAC-7,10,Netherlands Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201695,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida -Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201695,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201695,,,,,,
drc-activities,DK-CVR-20699310-DK201695,,,,,,
drc-activities,DK-CVR-20699310-DK201695,,,,,,
drc-activities,DK-CVR-20699310-DK201695,,,,,,
drc-activities,DK-CVR-20699310-DK201695,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida -Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201693,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201693,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201693,,,,,,
drc-activities,DK-CVR-20699310-DK201693,,,,,,
drc-activities,DK-CVR-20699310-DK201693,,,,,,
drc-activities,DK-CVR-20699310-DK201693,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark  Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201698,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201698,,,,,,
drc-activities,DK-CVR-20699310-DK201698,,,,,,
drc-activities,DK-CVR-20699310-DK201698,,,,,,
drc-activities,DK-CVR-20699310-DK201698,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DK201698,,,,,,
drc-activities,DK-CVR-20699310-DK201698,,,,,,
drc-activities,DK-CVR-20699310-DK201698,,,,,,
drc-activities,DK-CVR-20699310-DK201698,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201699,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201699,,,,,,
drc-activities,DK-CVR-20699310-DK201699,,,,,,
drc-activities,DK-CVR-20699310-DK201699,,,,,,
drc-activities,DK-CVR-20699310-DK201699,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201699,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201700,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201700,,,,,,
drc-activities,DK-CVR-20699310-DK201700,,,,,,
drc-activities,DK-CVR-20699310-DK201700,,,,,,
drc-activities,DK-CVR-20699310-DK201700,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DK201700,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201701,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201701,,,,,,
drc-activities,DK-CVR-20699310-DK201701,,,,,,
drc-activities,DK-CVR-20699310-DK201701,,,,,,
drc-activities,DK-CVR-20699310-DK201701,,,,,,
drc-activities,DK-CVR-20699310-DK201701,,,,,,
drc-activities,DK-CVR-20699310-DK201701,,,,,,
drc-activities,DK-CVR-20699310-DK201701,"
        ",,XM-DAC-3-1,10,"Denmark - Ministry of Foreign Affairs, Danida",en
drc-activities,DK-CVR-20699310-DK201701,"
        ",,XM-DAC-3-1,10,"Denmark - Ministry of Foreign Affairs, Danida",en
drc-activities,DK-CVR-20699310-DK201711,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201711,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201711,,,,,,
drc-activities,DK-CVR-20699310-DK201711,,,,,,
drc-activities,DK-CVR-20699310-DK201711,,,,,,
drc-activities,DK-CVR-20699310-DK201711,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida-Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201711,,,,,,
drc-activities,DK-CVR-20699310-DK201716,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida -Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201716,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201716,,,,,,
drc-activities,DK-CVR-20699310-DK201716,,,,,,
drc-activities,DK-CVR-20699310-DK201716,,,,,,
drc-activities,DK-CVR-20699310-DK201716,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida-Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201716,,,,,,
drc-activities,DK-CVR-20699310-DK201717,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201717,,,,,,
drc-activities,DK-CVR-20699310-DK201717,,,,,,
drc-activities,DK-CVR-20699310-DK201717,,,,,,
drc-activities,DK-CVR-20699310-DK201717,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida -Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201717,,,,,,
drc-activities,DK-CVR-20699310-DK201717,,,,,,
drc-activities,DK-CVR-20699310-DK201717,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida-Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201719,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201719,,,,,,
drc-activities,DK-CVR-20699310-DK201719,,,,,,
drc-activities,DK-CVR-20699310-DK201719,,,,,,
drc-activities,DK-CVR-20699310-DK201719,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201719,,,,,,
drc-activities,DK-CVR-20699310-DK201719,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201704,"
        ",,XM-DAC-3-1,10,Danida CIV (Civil Society Development) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201704,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201704,,,,,,
drc-activities,DK-CVR-20699310-DK201704,,,,,,
drc-activities,DK-CVR-20699310-DK201704,,,,,,
drc-activities,DK-CVR-20699310-DK201704,,,,,,
drc-activities,DK-CVR-20699310-DK201704,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201704,"
        ",XM-DAC-3-1-271673-32611,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DK201708,"
        ",,XM-DAC-3-1,10,Danida CIV (Civil Society Development) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201708,,,,,,
drc-activities,DK-CVR-20699310-DK201708,,,,,,
drc-activities,DK-CVR-20699310-DK201708,,,,,,
drc-activities,DK-CVR-20699310-DK201708,,,,,,
drc-activities,DK-CVR-20699310-DK201708,"
        ",XM-DAC-3-1-271673-32611,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DK201708,"
        ",XM-DAC-3-1-271673-32611,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201720,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201720,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201720,,,,,,
drc-activities,DK-CVR-20699310-DK201720,,,,,,
drc-activities,DK-CVR-20699310-DK201720,,,,,,
drc-activities,DK-CVR-20699310-DK201720,"
        ",XM-DAC-3-1-271671-32611,XM-DAC-3-1,10,Danida -Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201720,,,,,,
drc-activities,DK-CVR-20699310-DK201718,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201718,,,,,,
drc-activities,DK-CVR-20699310-DK201718,,,,,,
drc-activities,DK-CVR-20699310-DK201718,,,,,,
drc-activities,DK-CVR-20699310-DK201718,,,,,,
drc-activities,DK-CVR-20699310-DK201718,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida-Denmark Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DK201718,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DF212759,"
        ",DK-CVR-20699310-DF212759,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DF212759,"
        ",,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DF212759,"
        ",DK-CVR-20699310-DF212759,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DF212759,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK202628,"
        ",,,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK202628,,,,,,
drc-activities,DK-CVR-20699310-DK202691,"
        ",,,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK202691,,,,,,
drc-activities,DK-CVR-20699310-DK202691,,,,,,
drc-activities,DK-CVR-20699310-DK201710,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201710,,,,,,
drc-activities,DK-CVR-20699310-DK201710,,,,,,
drc-activities,DK-CVR-20699310-DK201710,"
        ",,XM-DAC-3-1,10,"Denmark - Ministry of Foreign Affairs, Danida",en
drc-activities,DK-CVR-20699310-DK201710,,,,,,
drc-activities,DK-CVR-20699310-DK201710,,,,,,
drc-activities,DK-CVR-20699310-DK201710,,,,,,
drc-activities,DK-CVR-20699310-DK201710,"
        ",,XM-DAC-3-1,10,"Denmark - Ministry of Foreign Affairs, Danida",en
drc-activities,DK-CVR-20699310-DK201707,,,,,,
drc-activities,DK-CVR-20699310-DK201707,,,,,,
drc-activities,DK-CVR-20699310-DK201707,"
        ",XM-DAC-3-1-271673-32611,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201707,"
        ",XM-DAC-3-1-271673-32611,XM-DAC-3-1,10,Danida CIV (Civil Society Development) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201702,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201702,,,,,,
drc-activities,DK-CVR-20699310-DK201702,,,,,,
drc-activities,DK-CVR-20699310-DK201702,,,,,,
drc-activities,DK-CVR-20699310-DK201702,,,,,,
drc-activities,DK-CVR-20699310-DK201702,,,,,,
drc-activities,DK-CVR-20699310-DK201702,,,,,,
drc-activities,DK-CVR-20699310-DK201702,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida -Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201702,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs,
drc-activities,DK-CVR-20699310-DK201706,"
        ",XM-DAC-3-1-271673-32611,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201706,"
        ",,XM-DAC-3-1,10,Danida CIV (Civil Society Development) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201706,,,,,,
drc-activities,DK-CVR-20699310-DK201706,,,,,,
drc-activities,DK-CVR-20699310-DK201706,,,,,,
drc-activities,DK-CVR-20699310-DK201706,,,,,,
drc-activities,DK-CVR-20699310-DK201706,,,,,,
drc-activities,DK-CVR-20699310-DK201706,,,,,,
drc-activities,DK-CVR-20699310-DK201706,,,,,,
drc-activities,DK-CVR-20699310-DK201706,,,,,,
drc-activities,DK-CVR-20699310-DK1926,"
        ",XM-DAC-3-1-271673-32611,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK1926,"
        ",XM-DAC-3-1-271673-32611,XM-DAC-3-1,10,Danida -Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK1926,"
        ",,,10,Danida CIV (Civil Society Development) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK1926,,,,,,
drc-activities,DK-CVR-20699310-DK1926,,,,,,
drc-activities,DK-CVR-20699310-DK1926,,,,,,
drc-activities,DK-CVR-20699310-DK1926,,,,,,
drc-activities,DK-CVR-20699310-DK201691,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201691,,,,,,
drc-activities,DK-CVR-20699310-DK201691,,,,,,
drc-activities,DK-CVR-20699310-DK201691,,,,,,
drc-activities,DK-CVR-20699310-DK201691,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201691,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201832,"
        ",,,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201832,,,,,,
drc-activities,DK-CVR-20699310-DK201832,,,,,,
drc-activities,DK-CVR-20699310-DK201832,,,,,,
drc-activities,DK-CVR-20699310-DK201832,,,,,,
drc-activities,DK-CVR-20699310-DK201832,,,,,,
drc-activities,DK-CVR-20699310-DK201832,"
        ",,XM-DAC-3-1,10,"Denmark - Ministry of Foreign Affairs, Danida",
drc-activities,DK-CVR-20699310-DK201832,"
        ",,XM-DAC-3-1,10,"Denmark - Ministry of Foreign Affairs, Danida",
drc-activities,DK-CVR-20699310-DK201684,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida-Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201684,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201684,,,,,,
drc-activities,DK-CVR-20699310-DK201684,,,,,,
drc-activities,DK-CVR-20699310-DK201684,,,,,,
drc-activities,DK-CVR-20699310-DK201684,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida-Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201712,,,,,,
drc-activities,DK-CVR-20699310-DK201712,,,,,,
drc-activities,DK-CVR-20699310-DK201712,,,,,,
drc-activities,DK-CVR-20699310-DK201712,,,,,,
drc-activities,DK-CVR-20699310-DK201712,,,,,,
drc-activities,DK-CVR-20699310-DK201712,,,,,,
drc-activities,DK-CVR-20699310-DK201712,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201712,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201715,"
        ",,,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201715,,,,,,
drc-activities,DK-CVR-20699310-DK201715,,,,,,
drc-activities,DK-CVR-20699310-DK201715,,,,,,
drc-activities,DK-CVR-20699310-DK201715,"
        ",,XM-DAC-3-1,10,"Denmark - Ministry of Foreign Affairs, Danida",
drc-activities,DK-CVR-20699310-DK201715,,,,,,
drc-activities,DK-CVR-20699310-DK201715,,,,,,
drc-activities,DK-CVR-20699310-DK201715,,,,,,
drc-activities,DK-CVR-20699310-DK201715,"
        ",,XM-DAC-3-1,10,"Denmark - Ministry of Foreign Affairs, Danida",
drc-activities,DK-CVR-20699310-DK201709,"
        ",,XM-DAC-3-1,10,Danida CIV (Civil Society Development) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201709,,,,,,
drc-activities,DK-CVR-20699310-DK201709,,,,,,
drc-activities,DK-CVR-20699310-DK201709,"
        ",XM-DAC-3-1-271673-32611,XM-DAC-3-1,10,Danida Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201709,,,,,,
drc-activities,DK-CVR-20699310-DK201709,"
        ",XM-DAC-3-1-271673-32611,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201705,"
        ",,XM-DAC-3-1,10,Danida CIV (Civil Society Development) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201705,,,,,,
drc-activities,DK-CVR-20699310-DK201705,,,,,,
drc-activities,DK-CVR-20699310-DK201705,,,,,,
drc-activities,DK-CVR-20699310-DK201705,,,,,,
drc-activities,DK-CVR-20699310-DK201705,,,,,,
drc-activities,DK-CVR-20699310-DK201705,"
        ",XM-DAC-3-1-271673-32611,XM-DAC-3-1,10,Danida- Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201705,"
        ",XM-DAC-3-1-271673-32611,XM-DAC-3-1,10,Danida-Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201696,"
        ",,XM-DAC-3-1,10,Danida HUM (Humanitarian Action) - Ministry of Foreign Affairs of Denmark,
drc-activities,DK-CVR-20699310-DK201696,,,,,,
drc-activities,DK-CVR-20699310-DK201696,,,,,,
drc-activities,DK-CVR-20699310-DK201696,,,,,,
drc-activities,DK-CVR-20699310-DK201696,,,,,,
drc-activities,DK-CVR-20699310-DK201696,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida-Denmark Ministry of Foreign Affairs ,
drc-activities,DK-CVR-20699310-DK201696,,,,,,
drc-activities,DK-CVR-20699310-DK201696,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,Danida -Denmark Ministry of Foreign Affairs ,
